url_documento,origem_documento,tipo_documento,data_documento,num_lesgislacao,topico_texto,documento_texto
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,Como fica o imposto de energia e telecomunicações?,"Para as empresas, esses insumos passam a gerar crédito tributário, reduzindo a carga final dos seus produtos e serviços. Esses setores também poderão usar crédito para eliminar a tributação em cascata."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,Como fica a tributação dos serviços de streaming?,"O serviço de streaming tem hoje uma tributação menor que TV a cabo, energia e internet. Agora, será a mesma."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,Qual a redução de imposto para os mais pobres?,"O Ipea estimou que uma alíquota única já diminui a carga dos mais pobres sobre os tributos da reforma. Com o cashback (devolução do imposto), é possível reduzi-la pela metade."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,"Produtos como cerveja e cigarro vão ficar mais caros?

","Eles serão mais tributados que outros itens, como já acontece hoje. Será criado um imposto seletivo, que será aplicado sobre produtos considerados prejudiciais à saúde, como cigarros e bebidas alcoólicas, além de itens prejudiciais ao ambiente."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,A Reforma Tributária vai gerar inflação?,"O Ministério da Fazenda calcula que, na média, a reforma tem efeito desinflacionário. Ao eliminar distorções e possibilitar uma melhor organização da atividade econômica, reduzirá custos dos empresários e, com isso, permitirá a redução de preços ao consumidor final."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,A Reforma Tributária vai acabar com os empregos?,"Segundo o Ministério da Fazenda, a reforma vai gerar um crescimento adicional da economia estimado entre 12% e 20%, num período de 10 a 15 anos. Isso significa em média R$ 470 de renda a mais por mês para cada brasileiro, além de 12 milhões de novos empregos."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,"A reforma prejudica as empresas do Simples Nacional e os MEI, como manicures e cabeleireiros?","A reforma tributária não prejudica as empresas do Simples Nacional e os MEI. O Simples Nacional e o MEI serão mantidos. As micro e pequenas empresas podem adotar o novo sistema da reforma apenas para recolhimentos dos novos tributos, aproveitando créditos de insumos. Essa é uma boa opção para quem tem clientes que também são pessoas jurídicas. A outra opção é continuar a recolher tudo dentro do Simples no sistema cumulativo, o que pode se aplicar a pequenos comércios e prestadores de serviços.  Nos dois casos, o imposto recolhido na venda para outra empresa vira crédito para esse cliente, o que pode reduzir o preço de alguns serviços."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,A Reforma Tributária vai prejudicar o agronegócio?,"A Reforma Tributária não vai prejudicar o agronegócio. O setor deve estar entre os mais beneficiados. Pequenos produtores rurais, que representam quase 99% dos estabelecimentos agropecuários, estarão isentos, assim como as cooperativas.
O exportador agropecuário terá a devolução do tributo quando o produto for vendido para outro país. Hoje, nem todo o dinheiro é devolvido.
Além disso, há resíduos tributários embutidos no preço dos insumos que representam cerca de 12% do preço."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,A Reforma Tributária vai prejudicar o setor de serviços?,"Estima-se que o impacto de aumento da carga fique restrito a cerca de 1% das empresas do setor, mas que os benefícios econômicos da reforma aumentem a demanda por serviços.  Para os prestadores que fazem parte do Simples (cerca de 90%) a adesão ao novo sistema é opcional e pode até reduzir sua carga.
Os serviços de meio de cadeia, aqueles prestados a empresas, terão redução de custo, pois os prestadores desses serviços passarão a se creditar dos impostos pagos por seus fornecedores e transferir integralmente o crédito para os tomadores de seus serviços.
Serviços como saúde, educação e transporte público receberam tratamento favorecido."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,A reforma tira a autonomia dos estados e municípios?,"Estados e municípios vão gerir um tributo compartilhado (IBS), que é a fusão do ICMS com o ISS.
Cada governador e prefeito terá liberdade para reduzir a alíquota geral, mas não poderá discriminar o setor que será beneficiado. Estímulos ao desenvolvimento terão de ser feitos agora via orçamento, de forma transparente, não com distorções no sistema tributário."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,Produtos que têm uma cadeia de produção mais longa e empresas que compram mais insumos vão pagar menos tributos?,"Não. A reforma acaba com a cumulatividade e faz com que a tributação seja a mesma, independentemente do tamanho da cadeia e da quantidade de insumo. Terá mais crédito tributário a empresa que pagou mais imposto na etapa anterior de produção."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,Há quanto tempo a Reforma Tributária do consumo está em discussão?,"Desde e a Constituinte de 1988 já houve várias tentativas de implementar no Brasil um IVA (Imposto sobre Valor Agregado) nesse formato.
A proposta atual (PEC 45) foi apresentada em 2019 pela Câmara dos Deputados. O texto atual também incorpora parte da proposta do Senado de 2019 e do projeto de governo Jair Bolsonaro de 2020."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,Quando a reforma entra em vigor?,"A transição para o novo sistema tributário deve começar em 2026 e estará completa em 2033. Veja a previsão para os próximos passos:
- 2023: aprovação das mudanças na Constituição.
- 2024: votação das leis que vão regulamentar a reforma.
- 2025: montagem da infraestrutura do novo sistema.
- 2026: cobrança de alíquota teste de 0,9% para a CBS (contribuição federal) e de 0,1% para o IBS (imposto de estados e municípios), com redução equivalente do PIS/Cofins.
- 2027: substituição do PIS/Cofins pela nova CBS; extinção do IPI (exceto para produtos que tenham industrialização na Zona Franca de Manaus, cigarros e bebidas).
- 2029 a 2032: redução de 1/10 por ano nas alíquotas do ICMS e ISS, com elevação gradual do IBS.
- 2033: extinção do ICMS e do ISS; substituição do IPI pelo Imposto Seletivo."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,Quais países utilizam esse sistema?,"O modelo de IVA proposto está presente em mais de 170 dos 193 países do mundo.
Por que todos os países da União Europeia usam o IVA?
A maioria dos seis países originais da União Europeia usava diferentes formas de tributação indireta, com impostos em cascata. Isso criava um entrave à ideia de ter um mercado único.
Quando há impostos em cascata (tributo incidindo sobre tributo) é impossível determinar o valor real do imposto efetivamente incluído no preço final do produto.
Com isso, há o risco de um país subsidiar (deliberada ou acidentalmente) suas exportações, superestimando os impostos reembolsáveis. Normalmente, a venda a outros países é desonerada com a devolução do tributo recolhido na cadeia de produção.
Para criar um mercado único e eficiente, segundo a União Europeia, era necessário um sistema tributário transparente, que garantisse a neutralidade tributária e permitisse o desconto do valor exato do imposto de exportação."
"https://www.em.com.br/app/noticia/economia/2023/10/26/internas_economia,1582392/22-perguntas-e-respostas-pra-voce-ficar-craque-em-reforma-tributaria.shtml",Jornal Estado de Minas,Perguntas e Respostas,26/10/2023,,Como são as alíquotas na União Europeia?,"A legislação da UE exige que a taxa geral do IVA seja de pelo menos 15%. A alíquota reduzida deve ser de pelo menos 5%, aplicada a uma lista de bens e serviços (não de setores) definida pelos países.
Alguns países mantiveram outras taxas para produtos específicos. A Comissão Europeia é responsável por assegurar a correta aplicação das regras."
https://www.taxgroup.com.br/intelligence/principais-perguntas-e-as-respostas-sobre-a-reforma-tributaria,Taxgroup,Perguntas e Respostas,09/05/2024,,Em que consiste a reforma tributária? Quais são os principais objetivos?,"Por meio da Reforma Tributária, busca-se simplificar o sistema tributário, reduzir a carga de impostos sobre as empresas, diminuir as desigualdades regionais e tornar o sistema mais justo."
https://www.taxgroup.com.br/intelligence/principais-perguntas-e-as-respostas-sobre-a-reforma-tributaria,Taxgroup,Perguntas e Respostas,09/05/2024,,O que muda na reforma tributária 2024?,"Em 2024, a reforma continuará sendo um dos temas centrais no Brasil. Apesar de ter sido promulgada em dezembro de 2023, ainda enfrenta o desafio de regulamentar vários aspectos do novo sistema, incluindo a definição de alíquotas previstas em 27,3%, regimes especiais e outras especificidades.
A reforma, que substituiu cinco impostos sobre o consumo pelo Imposto sobre Valor Agregado (IVA), marca um avanço significativo após décadas de discussões. Essa mudança visa alinhar o Brasil com padrões internacionais e simplificar o sistema tributário nacional. No entanto, a eficácia desta reforma dependerá de uma sólida articulação política para a implementação completa de suas disposições."
https://www.taxgroup.com.br/intelligence/principais-perguntas-e-as-respostas-sobre-a-reforma-tributaria,Taxgroup,Perguntas e Respostas,09/05/2024,,"Como a reforma tributária afetará os impostos sobre consumo?
","A mudança mais significativa sugerida é consolidar cinco tributos atuais em dois novos Impostos sobre Valor Agregado (IVA-Dual). Seriam criados: a Contribuição Sobre Bens e Serviços (CBS), de competência federal, e o Imposto Sobre Bens e Serviços (IBS), que seria administrado pelos estados e municípios."
https://www.taxgroup.com.br/intelligence/principais-perguntas-e-as-respostas-sobre-a-reforma-tributaria,Taxgroup,Perguntas e Respostas,09/05/2024,,A Reforma Tributária vai simplificar as obrigações acessórias?,"Espera-se que a reforma reduza a complexidade das obrigações acessórias, facilitando a vida das empresas e contribuindo para a redução de custos operacionais."
https://www.taxgroup.com.br/intelligence/principais-perguntas-e-as-respostas-sobre-a-reforma-tributaria,Taxgroup,Perguntas e Respostas,09/05/2024,,Qual será o impacto da reforma nas pequenas e médias empresas?,"A reforma pode beneficiar as PMEs ao reduzir a complexidade e o custo do cumprimento das obrigações tributárias, mas o impacto específico depende dos detalhes finais da legislação."
https://www.taxgroup.com.br/intelligence/principais-perguntas-e-as-respostas-sobre-a-reforma-tributaria,Taxgroup,Perguntas e Respostas,09/05/2024,,Haverá alguma alteração no Imposto de Renda para pessoas físicas ou jurídicas?,O Imposto de Renda será tratado em um novo projeto do Congresso. A reforma em debate atualmente 
https://www.taxgroup.com.br/intelligence/principais-perguntas-e-as-respostas-sobre-a-reforma-tributaria,Taxgroup,Perguntas e Respostas,09/05/2024,,Como a reforma afetará os municípios e Estados?,"Mudanças na distribuição de receitas entre os níveis de governo são uma grande preocupação, e as propostas geralmente buscam uma nova forma de partilha que não prejudique financeiramente estados e municípios."
https://www.taxgroup.com.br/intelligence/principais-perguntas-e-as-respostas-sobre-a-reforma-tributaria,Taxgroup,Perguntas e Respostas,09/05/2024,,Qual é o cronograma para a implementação da reforma tributária?,"Os prazos de implementação são cruciais e dependem da aprovação do Congresso, além de períodos de transição que podem ser necessários para adaptar o novo sistema. Mas, a princípio, o prazo dado para o novo sistema operar é 2033"
https://www.taxgroup.com.br/intelligence/principais-perguntas-e-as-respostas-sobre-a-reforma-tributaria,Taxgroup,Perguntas e Respostas,09/05/2024,,Quais são as possíveis desvantagens da reforma tributária no Brasil?,"Aumento da carga tributária para alguns setores;
Coexistência de dois sistemas tributários;
Monetização de saldos credores acumulados;
Impacto nos custos operacionais das empresas."
https://www.taxgroup.com.br/intelligence/principais-perguntas-e-as-respostas-sobre-a-reforma-tributaria,Taxgroup,Perguntas e Respostas,09/05/2024,,Quais as principais vantagens da Reforma Tributária?,"Simplificação da cadeia tributária;
Aumento da competitividade e crescimento econômico;
Redução de custos empresariais;
Segurança jurídica;
Geração de emprego e renda."
https://www.taxgroup.com.br/intelligence/principais-perguntas-e-as-respostas-sobre-a-reforma-tributaria,Taxgroup,Perguntas e Respostas,09/05/2024,,Como funciona o Cashback na reforma tributária?,"O governo propôs uma nova medida para devolver impostos a famílias de baixa renda, especificamente aquelas com renda per capita inferior a meio salário mínimo e registradas no Cadastro Único (CadÚnico) do governo federal.
A proposta detalha a devolução de impostos da seguinte forma:
Para o gás de cozinha: 100% do imposto pago referente à CBS (Contribuição sobre Bens e Serviços, um IVA federal) e 20% para o IBS (Imposto sobre Bens e Serviços, um IVA estadual e municipal).
Para energia elétrica, água e esgoto: 50% do imposto CBS e 20% do imposto IBS.
Para outras categorias: 20% de devolução tanto para a CBS quanto para o IBS."
https://forbes.com.br/forbes-money/2023/07/o-que-muda-com-a-reforma-tributaria-dez-perguntas-e-respostas/,Forbes Money,Perguntas e Respostas,08/07/2023,,Proposta de Emenda à Constituição (PEC) 45/2019,"a aprovação da a Proposta de Emenda à Constituição (PEC) 45/2019, mais conhecida como Reforma Tributária, pode vir a ser uma mudança importante para aumentar a competitividade e reduzir as ineficiências da economia brasileira. O projeto foi aprovado após negociações intensas entre governadores, partidos políticos, representantes do empresariado e o próprio governo. A redação final aprovada na Câmara – e que ainda terá de passar pelo Senado – ficou bastante diferente da proposta original.
"
https://forbes.com.br/forbes-money/2023/07/o-que-muda-com-a-reforma-tributaria-dez-perguntas-e-respostas/,Forbes Money,Perguntas e Respostas,08/07/2023,,"O imposto de renda sobre salários e investimentos vai mudar?
","Não. Apesar de alterações na tributação da renda estarem em pauta, elas ficaram para depois. O que ainda vai mudar serão impostos sobre o consumo, e ainda assim haverá uma transição estimada em dez anos. Por enquanto, não estão sendo discutidas mudanças no imposto de renda, sobre investimentos e sobre heranças."
https://forbes.com.br/forbes-money/2023/07/o-que-muda-com-a-reforma-tributaria-dez-perguntas-e-respostas/,Forbes Money,Perguntas e Respostas,08/07/2023,,Quais impostos vão mudar?,"Quais impostos vão mudar?
Três impostos federais – o PIS, o Cofins e o IPI – serão substituídos pela Contribuição sobre Bens e Serviços (CBS), que será um imposto federal ainda a ser regulamentado. A principal mudança é que o ICMS, que é estadual e incide sobre as vendas, e o ISS, que é municipal e incide sobre serviços, serão unificados no Imposto sobre Bens e Serviços (IBS). Isso vai eliminar as 27 legislações estaduais e as (na prática) centenas de legislações tributárias municipais, facilitando a vida dos empresários."
https://forbes.com.br/forbes-money/2023/07/o-que-muda-com-a-reforma-tributaria-dez-perguntas-e-respostas/,Forbes Money,Perguntas e Respostas,08/07/2023,,O que a CBS e o IBS vão facilitar?,"O que a CBS e o IBS vão facilitar?
Os processos das empresas. A empresa não terá mais as 27 legislações do ICMS e as mais de 5 mil legislações do ISS. Há cerca de mil normas que tratam do PIS, da COFINS e também do IPI. Só essa simplificação vai gerar uma economia drástica nas empresas."
https://forbes.com.br/forbes-money/2023/07/o-que-muda-com-a-reforma-tributaria-dez-perguntas-e-respostas/,Forbes Money,Perguntas e Respostas,08/07/2023,,Qual a principal vantagem?,"Qual a principal vantagem?
A redução da incerteza fiscal. Atualmente, várias questões tributárias são controversas. Como a tendência é resolver esses problemas no Judiciário, isso arrasta os problemas por anos e provoca insegurança jurídica. Por exemplo, uma empresa de software presta um serviço ou vende um produto? Ou seja, o imposto é estadual (ICMS) ou municipal (ISS)? Onde esse imposto deve ser recolhido? No Estado em que está a empresa, ou no município onde está o usuário?  Agora, problemas como esse podem deixar de existir, o que reduz bastante a insegurança para empresários."
https://forbes.com.br/forbes-money/2023/07/o-que-muda-com-a-reforma-tributaria-dez-perguntas-e-respostas/,Forbes Money,Perguntas e Respostas,08/07/2023,,Esse efeito será positivo imediato?,"Não. Em um primeiro momento haverá um grande esforço de adaptação das empresas para se adaptar durante o período de transição, considerando que precisarão ainda atender aos procedimentos e obrigações fiscais previstas na legislação atual em vigor."
https://forbes.com.br/forbes-money/2023/07/o-que-muda-com-a-reforma-tributaria-dez-perguntas-e-respostas/,Forbes Money,Perguntas e Respostas,08/07/2023,,"Como será a mudança?
","Gradual. A CBS e o IBS serão implementados a partir de 2026, em uma transição que só vai se encerrar em 2032. Em 2026, a CBS começará a ser cobrada a uma alíquota de 0,9%, e o IBS a um percentual de 0,1%. Em 2027, o PIS e a Cofins deixam de existir, e as alíquotas do IPI serão zeradas."
https://forbes.com.br/forbes-money/2023/07/o-que-muda-com-a-reforma-tributaria-dez-perguntas-e-respostas/,Forbes Money,Perguntas e Respostas,08/07/2023,,Quais setores serão beneficiados?,"O agronegócio, a indústria e os exportadores. Esses setores terão mais possibilidades de compensar os impostos que pagam hoje, o que facilitará uma redução, na prática, da carga fiscal. Todavia, considerando o benefício prometido com a simplificação dos processos fiscais, desburocratização, eliminação da guerra fiscal, de uma certa forma, todas as atividades devem ser beneficiadas."
https://forbes.com.br/forbes-money/2023/07/o-que-muda-com-a-reforma-tributaria-dez-perguntas-e-respostas/,Forbes Money,Perguntas e Respostas,08/07/2023,,"Quais setores serão prejudicados?
","O setor de serviços. É um consenso entre os especialistas que a carga tributária vai subir para as empresas de serviços, que são o maior empregador e as mais representativas da economia. Isso deve provocar um aumento dos custos. A alíquota ainda não está definida, mas o que se discute é implementar uma alíquota de 23% a 25%. Atualmente, o setor tem uma alíquota média de 10% a 12%, então a alíquota média está praticamente dobrando."
https://forbes.com.br/forbes-money/2023/07/o-que-muda-com-a-reforma-tributaria-dez-perguntas-e-respostas/,Forbes Money,Perguntas e Respostas,08/07/2023,,"A reforma vai afetar todas as empresas?
","Não. Poderá haver dois grandes grupos. Quando os clientes das prestadoras de serviços forem outras empresas, elas poderão repassar o aumento dos impostos na cadeia produtiva. Porém, os clientes pessoas físicas de empresas de serviços, como por exemplo quem tem filhos em escolas particulares, vão sentir um aumento dos preços, pois as alíquotas maiores muito provavelmente serão repassadas. O aumento do imposto será mais sentido pela classe média.
"
https://forbes.com.br/forbes-money/2023/07/o-que-muda-com-a-reforma-tributaria-dez-perguntas-e-respostas/,Forbes Money,Perguntas e Respostas,08/07/2023,,Todo o setor será prejudicado?,"Não. Cerca de 90% das empresas prestadoras de serviços são pequenas e optantes pelo Simples Nacional, sistema de tributação simplificado e com alíquotas menores. Como o Simples não muda, esses pequenos prestadores de serviços não terão alteração na forma de fazer negócios."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,O que é a reforma tributária?,"A reforma tributária simplificará e unificará os tributos sobre o consumo. A principal mudança será a extinção de quatro tributos (PIS, Cofins, ICMS e ISS), que serão fundidos em dois: uma Contribuição sobre Bens e Serviços (CBS), que será administrada pelo governo federal, um Imposto sobre Bens e Serviços (IBS), que estará sob gestão dos estados e municípios. CBS e IBS terão a mesma base de cálculo e as mesmas regras. A proposta prevê alíquotas reduzidas para alguns setores da economia e abre margem para a criação de um sistema de cashback (devolução de parte do tributo pago), que será regulamentada por lei complementar. O texto também prevê pequenas mudanças na tributação sobre patrimônio, com cobrança de imposto sobre meios de transporte de luxo (como iates e jatinhos) e no imposto sobre heranças."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Por que fazer uma reforma tributária? ,"Especialistas apontam que o sistema tributário atual é muito complexo e disfuncional, já que é cumulativo em grande parte (penalizando setores com maiores cadeias de produção), baseado na tributação na origem (o que onera investimentos e exportações e permite a chamada “guerra fiscal”) e com múltiplas alíquotas (o que reduz a transparência ao consumidor e aumenta a litigiosidade). A reforma tenta solucionar esses problemas, ao adotar a não-cumulatividade plena (ou seja, alíquota incide apenas sobre o valor adicionado em cada etapa da produção), a tributação no destino (no estado e município onde o bem ou serviço é consumido) e a adoção de quatro alíquotas: padrão, intermediária (70% da padrão) reduzida (40% da padrão) e zero.  "
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,A reforma vai aumentar a carga tributária?,"O texto prevê um teto para manter constante a carga tributária sobre o consumo. Atualmente, esse teto corresponderia a 12,5% do PIB, uma fórmula que considera a média da receita dos tributos sobre consumo e serviços entre 2012 e 2021. As alíquotas serão definidas de forma a não superar esse teto, com uma reavaliação a cada 5 anos. Caso o limite seja superado, a alíquota de referência terá de cair, e a redução seria calculada pelo Tribunal de Contas da União, baseado em dados dos entes federativos e do futuro Comitê Gestor do IBS."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Quais tributos serão extintos pela reforma? ,"Os tributos federais a serem extintos são o Programa de Integração Social (PIS) e a Contribuição para o Financiamento da Seguridade Social (Cofins). Eles serão substituídos pela Contribuição sobre Bens e Serviços (CBS), a ser arrecadada pela União. Inicialmente, o Imposto sobre Produtos Industrializados (IPI) seria incorporado à CBS, mas foi mantido e incidirá apenas sobre mercadorias concorrentes às produzidas na Zona Franca de Manaus.
Outros dois impostos a serem extintos são locais: o Imposto sobre a Circulação de Mercadorias e Serviços (ICMS), administrado pelos estados; e o Imposto sobre Serviços (ISS), arrecadado pelos municípios. Eles serão substituídos pelo Imposto sobre Bens e Serviços (IBS)."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Fundo Nacional de Desenvolvimento Regional (FDR),"Em troca de mudanças que trarão o fim da guerra fiscal entre os estados, o governo criará um Fundo de Desenvolvimento Regional para financiar projetos de desenvolvimento em estados mais pobres. Inicialmente orçado em R$ 60 bilhões por ano a partir de 2043, o fundo foi um dos principais pontos de embates durante as discussões. A aplicação dos recursos será voltada para estudos, projetos e obras de infraestrutura; fomento a atividades com elevado potencial de geração de emprego e renda, com possibilidade de concessão de subvenções; ações para o desenvolvimento científico e tecnológico e à inovação.
O fundo começaria com aportes de R$ 8 bilhões em 2029 até chegar a R$ 40 bilhões no início de 2034; quando subiriam R$ 2 bilhões por ano até atingir R$ 60 bilhões em 2043.

"
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Fundo de Desenvolvimento Sustentável dos Estados da Amazônia Ocidental,"Destinado a estados do Norte com áreas de livre-comércio. Inicialmente restrito ao Amazonas, para beneficiar a Zona Franca de Manaus, o fundo foi ampliado para Acre, Rondônia, Roraima e Amapá durante votação no Senado."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Fundo de Compensação de Benefícios Fiscais,"Com recursos da União, o fundo garantirá benefícios fiscais já concedidos pelos estados até 2032. Em 2028, fundo chegaria ao ponto máximo, com R$ 32 bilhões, com os recursos caindo posteriormente. O seguro-receita para compensação da perda de arrecadação dos entes federativos com o fim de incentivos fiscais corresponderá a 5% do IBS. Os critérios de repartição serão:
estados e municípios com maior perda relativa (em termos percentuais) de arrecadação;
receita per capita (por habitante) do fundo não pode exceder três vezes a média nacional, no caso dos estados, e três vezes a média dos municípios de todo o país, no caso das prefeituras."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Fundos estaduais para infraestrutura,"Fundos estaduais formados por contribuições locais sobre produtos primários e semielaborados poderão continuar a existir até 2032, desde que estejam em vigor em 30 de abril de 2023."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,O que é o imposto seletivo? ,"O imposto seletivo funcionará como uma sobretaxa sobre produção, comercialização ou importação de bens e serviços prejudiciais à saúde ou ao meio ambiente. Entram na lista bebidas alcoólicas e cigarros, com possibilidade de cobrança também sobre combustíveis, agrotóxicos, defensivos agrícolas e alimentos processados e ricos em açúcar. O texto também estabelece alíquota de 1% sobre extração de recursos naturais não renováveis, como minério e petróleo. Segundo a emenda, 60% da receita vai para estados e municípios."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Quais são os próximos passos? ,"Ao longo de 2024, o Congresso terá de votar leis complementares para regulamentar a reforma tributária. Segundo o ministro da Fazenda, Fernando Haddad, os projetos serão enviados nas primeiras semanas de 2024.
Também no próximo ano, o governo poderá dar início à reforma do Imposto de Renda, com mudanças como a taxação de dividendos (parcela de lucros das empresas distribuídos aos acionistas). Nesse caso, porém, as mudanças ocorrerão por meio de projeto de lei, com quórum menor de votação."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Qual será a alíquota cobrada? ,"Haverá quatro tipos de alíquota: única padrão, intermediária, reduzida e zero. A alíquota única padrão é estimada em 27,5%.

A alíquota reduzida para 40% da alíquota padrão deve ser aplicada aos seguintes grupos, com cadeia produtiva curta e que seriam prejudicados pelo IVA não-cumulativo:

Dispositivos médicos;
Dispositivos de acessibilidade para pessoas com deficiência;
Medicamentos e produtos de cuidados básicos à saúde menstrual (alíquota de IBS);
Serviços de saúde;
Serviços de educação;
Produtos agropecuários fora da cesta básica, pesqueiros, florestais e extrativistas vegetais in natura;
Insumos agropecuários, alimentos destinados ao consumo humano e produtos de higiene pessoal;
Produtos e insumos da aquicultura;
Produções artísticas, culturais, jornalísticas e audiovisuais nacionais;
Atividades desportivas;
Bens e serviços relacionados à segurança e à soberania nacional, à segurança da informação e à segurança cibernética;
Comunicação institucional;
Produtos de limpeza consumidos por famílias de baixa renda;
Setor de eventos;
Nutrição enteral ou parenteral (que previnem ou tratam complicações da desnutrição)"
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Qual será a alíquota cobrada dos profissionais liberais? ,"Os profissionais liberais com atividades regulamentadas pagarão 70% da alíquota-padrão do IVA. Na prática, medida beneficia apenas empresas, escritórios e clínicas que faturem mais de R$ 4,8 milhões por ano. Isso porque a maior parte dos profissionais autônomos, que ganham abaixo desse valor, está incluída no Simples Nacional."
